file,page_num,line_num,text,split_ws,split_we,lang,lang_score,perplex,word_count,char_count,garbage_density,symbol,upper,repeated,ldl_fuses,gibberish,word_weird,vowel_ratio,rot_ratio,quality_score,categ,caps_header
CTX193001369,2,25,"Tb.I. ,2. ; V.,2. č. neg. 421.",,,ces,0.75,179.0,7,30,0.0333,0,1,0,0,0,0.0143,0.25,0.5,0.6037,Noisy,False
CTX193001369,2,26,"Nádoba 3. Vysoký, mékce profilovaný pohár, hrubě hnětený ze žlutoše-",,,ces,1.0,96.0,10,68,0.0,0,0,0,0,0,0.0,0.4444,0.5,0.877,Clear,False
CTX193001369,2,27,"dé hlíny. Rozměry ; v- 144 mm, pr. okraje - 125 mm, pr. dna 65mm:",,,ces,0.9978,43.75,15,65,0.0308,0,0,0,0,1,0.0,0.2941,0.5882,0.7086,Clear,False
CTX193001369,2,28,"■Tb.I., 3. -C.neg.-421. '",,,ces,0.75,486.0,4,25,0.08,1,1,0,0,0,0.125,0.2857,0.4286,0.4148,Noisy,False
CTX193001369,2,29,"Nádoba 4. Široká mísa s, rovně seříznutým okrajem, přiněmž těsn"" umístS-",,,ces,1.0,112.0,11,72,0.0139,0,1,0,0,0,0.0091,0.3929,0.5179,0.8793,Clear,False
CTX193001369,2,30,no tunelovité ouško. Mísa spočívá na čtyřech nízkých nožkách. Roz/,,,ces,0.9995,108.5,10,66,0.0,0,0,0,0,0,0.0,0.4074,0.463,0.8752,Clear,False
CTX193001369,2,31,"měry : V - 78mm, pr. okraje - 282mm, v. nožek - 12mm. *",,,ces,0.9968,49.75,14,55,0.0364,1,0,0,0,2,0.0,0.28,0.64,0.673,Noisy,False
CTX193001369,2,32,"Tb. I., č. 4. ; 3, neg: 422,",,,ces,0.75,115.5,8,28,0.0714,0,0,0,0,0,0.0312,0.2857,0.4286,0.5719,Noisy,False
CTX193001369,2,33,"5 / Bronzová, dýčka trojúhelníkovitá, s řapem, jehož okraje jsou",,,ces,1.0,43.25,10,64,0.0,0,0,0,0,0,0.025,0.42,0.46,0.8478,Clear,False
CTX193001369,2,34,"mírně zvýšeny zvláště na jedné straně, jež je hladká, kdežto na druhé,",,,ces,1.0,13.19,12,70,0.0,0,0,0,0,0,0.0,0.375,0.4286,0.8838,Clear,False
CTX193001369,2,35,drsnější straně zvýšení není tak patrno. Hrot čepele chybí. Zachovaná,,,ces,1.0,99.0,10,69,0.0,0,0,1,0,0,0.035,0.3793,0.4483,0.9364,Clear,False
CTX193001369,3,1,"délka - 64mm, nejv. šířka - 35 mm’. • .",,,ces,0.9998,108.5,10,39,0.0513,2,0,0,0,1,0.04,0.2778,0.4444,0.6583,Noisy,False
CTX193001369,3,2,"Tb. I. ,5. č,neg.423. . . ' •",,,ces,0.75,346.0,8,29,0.069,1,0,0,0,1,0.0,0.2857,0.4286,0.4839,Noisy,False
CTX193001369,3,3,"6/ Nátepní desička vybroušená ze šedočernéno vrstevnatého kamene,",,,ces,0.9965,179.0,8,65,0.0,0,0,0,0,0,0.0312,0.4364,0.6,0.8418,Clear,False
CTX193001369,3,4,"mírně prohnutá podél delší osy, se čtyřmi otvory v rozích. Na vnější",,,ces,1.0,72.5,12,68,0.0,0,0,0,0,0,0.0,0.4,0.5091,0.8726,Clear,False
CTX193001369,3,5,straně destičkyi j sou zřetelně patrny * 2 9. .,,,ces,1.0,314.0,10,47,0.0213,1,0,0,0,0,0.025,0.3939,0.4848,0.6999,Noisy,False
CTX193001369,3,6,", , pričné ryhy, způsobené zpětným",,,ces,1.0,77.0,6,34,0.0,0,0,0,0,0,0.0,0.3846,0.5769,0.801,Clear,False
CTX193001369,3,7,"odrazem tětivy luku. Rozměry : d - 114mm/ při okrajích 111 mm/ , š -",,,ces,1.0,102.0,15,68,0.0147,0,0,0,0,0,0.0567,0.3659,0.4878,0.6999,Noisy,False
CTX193001369,3,8,33 mm. - . ' .,,,,0.0,0.0,0,14,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,3,9,"Tb.1.,6. č.neg423. j 1 "" ■ •",,,ces,0.75,688.0,7,28,0.1071,2,0,0,0,1,0.0357,0.1429,0.4286,0.419,Noisy,False
CTX193001369,3,10,Hrob 1. získal p. Ševčík - viz č.j. 559/29. Aacu. .,,,ces,0.9882,131.0,11,51,0.0,0,0,0,0,0,0.0,0.3462,0.3846,0.6999,Noisy,False
CTX193001369,3,11,Aie 27 “73 -C,,,ces,0.75,688.0,4,13,0.0769,1,0,0,0,0,0.1,0.75,0.25,0.4996,Noisy,False
CTX193001369,3,12,"Hrob 2. / 26.1X.1928 ./ Kostra, jejíž lebka byla promáčknuta,",,,ces,0.9994,174.0,10,61,0.0,0,0,0,0,0,0.0,0.3611,0.4167,0.78,Clear,False
CTX193001369,3,13,"spočívala na pravém boku, ve skrčený poloze.. Spodní čelist ležela pod",,,ces,0.9965,82.0,11,70,0.0,0,0,0,0,0,0.0,0.4035,0.5789,0.8905,Clear,False
CTX193001369,3,14,"lebkou. Milodary nenaleženy žádné.’ č.neg. 451,452. Tb. XIV.",,,ces,0.9661,356.0,8,60,0.0167,1,0,0,0,0,0.05,0.4211,0.5789,0.6999,Noisy,False
CTX193001369,3,15,Kopal p. Ševčík - viz č.j. 560 /29. . - - -,,,ces,0.9815,87.0,12,43,0.0,0,0,0,0,0,0.0,0.2941,0.4118,0.6541,Noisy,False
CTX193001369,3,16,. 2 . .,,,,0.0,0.0,0,7,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,3,17,■ ■ • .. ' . ..,,,,0.0,0.0,0,15,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,3,18,|H r o b 3. / 1.x.1928. / . Poloha kostry a milodarů nemohla býti,,,ces,0.9949,191.0,15,65,0.0154,1,0,0,0,0,0.0267,0.4324,0.4595,0.6969,Noisy,False
CTX193001369,3,19,"zjištěna, poněvadž, hrob byl nalezen ve zřícené půdě. . ‘",,,ces,1.0,66.0,10,57,0.0175,1,0,0,0,0,0.0,0.3953,0.5349,0.6999,Noisy,False
CTX193001369,3,20,"Nádoba 1. Nízký, široký džbánek se slabě sevřeným, nezřetelně odsazeným",odsaze,,ces,1.0,21.38,10,71,0.0,0,0,0,0,0,0.0,0.4138,0.5862,0.8983,Clear,False
CTX193001369,3,21,"hrdlem, jež jest překlenuto páskovým uchem. V největším objemu",,ným,ces,1.0,61.75,9,62,0.0,0,0,0,0,0,0.0,0.3462,0.5769,0.9099,Clear,False
CTX193001369,3,22,břicha jest zaoblený lom. Vyroben jest z jemné tmavěšedé hlíny.,,,ces,0.9991,179.0,10,63,0.0,0,0,0,0,0,0.0,0.3846,0.5385,0.8909,Clear,False
CTX193001369,3,23,"Rozměry ; v - 88mm, pr. okraje - 76mm, v.hrdla - 33mm,pr .dna45mm.",,,ces,0.977,79.5,13,66,0.0152,0,0,0,0,5,0.0,0.2286,0.6,0.6999,Noisy,False
CTX193001369,3,24,"Tb.II.,1. Č.neg. 424.",,,ces,0.75,223.0,3,21,0.0,0,1,0,0,0,0.0333,0.375,0.375,0.6031,Noisy,False
CTX193001369,3,25,"Kepel P.r šedstzei, b 565/29 . _",,,ces,0.75,664.0,7,32,0.0312,0,0,0,0,0,0.0,0.3125,0.625,0.5537,Noisy,False
CTX193001369,3,26,"Nádoba 2. polokulovitá mísa s rovně.šeřížnutým , nepatrně rozšířeným",,,ces,1.0,68.0,9,68,0.0,0,0,0,0,0,0.0,0.4286,0.5179,0.8456,Clear,False
CTX193001369,3,27,"okrajem. Povrch žlutošedý, místy slabě lesklý. Rozměry : pr. - 230mm,",,,ces,0.9999,99.0,11,69,0.0145,0,0,0,0,0,0.0,0.3469,0.4898,0.8198,Clear,False
CTX193001369,3,28,"v.- 98mm, š.okraje - 13 mm.",,,ces,0.863,158.0,6,27,0.0,0,0,0,0,1,0.0,0.25,0.5833,0.601,Noisy,False
CTX193001369,3,29,"Tb.II. ,8. č.neg.424.",,,ces,0.75,568.0,3,21,0.0,0,1,0,0,1,0.0333,0.375,0.375,0.5341,Noisy,False
CTX193001369,3,30,Hrob 2. získal p. Ševčík - viz č.j,,,ces,0.9963,197.0,8,34,0.0,0,0,0,0,0,0.0,0.2727,0.4091,0.6999,Noisy,False
CTX193001369,3,31,560/29.,,,,0.0,0.0,0,7,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,3,32,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX193001369,3,33,"Hrob 4. Kostra, spočívající ve skrčené poloze na levém boku, obličejem",obli,,ces,0.9999,56.25,11,70,0.0,0,0,0,0,0,0.0,0.4107,0.5357,0.8684,Clear,False
CTX193001369,3,34,"k východu, byla velmi setlelá, pouze lebka byla poněkud lépe uchována.",u,čejem,ces,1.0,51.25,11,70,0.0,0,0,0,0,0,0.0,0.4561,0.5614,0.9239,Clear,False
CTX193001369,3,35,"U nohou kostry ležely dva zdobené zvoncové poháry, z nichž",,chována.,ces,0.9257,148.0,10,58,0.0,0,0,0,0,0,0.0,0.4167,0.625,0.865,Clear,False
CTX193001369,3,36,větší spolu s malým džbánkem byly přikryty mísou. Po levé straně pánve,,,ces,1.0,54.5,12,70,0.0,0,0,0,0,0,0.0,0.3966,0.569,0.9062,Clear,False
CTX193001369,3,37,"směrem k míse, byly dva pazourky. 8.neg.453-156. Tb.XV. .",,,ces,0.9999,304.0,9,57,0.0,0,1,0,0,1,0.0111,0.3636,0.6667,0.6999,Noisy,False
CTX193001369,4,1,"Nádoba 1. Zvoncový'pohár s plochým dnem, tmavěčervený, místy světlejší .",,,ces,0.9983,68.0,10,72,0.0139,0,0,0,0,0,0.0,0.3684,0.5614,0.8545,Clear,False
CTX193001369,4,2,"t , •",,,,0.0,0.0,0,5,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,4,3,"na vnější straně jemně leštěný-,- pokrytý čtyřmi pruhy v tlač ovane výzdoby",,,ces,1.0,102.0,12,75,0.0,0,0,0,0,0,0.0,0.3934,0.4754,0.8966,Clear,False
CTX193001369,4,4,"se zcela nepatrnými stopami bílé inkrustace. Rozměry : v- 112mm, pr. okr",,,ces,0.9997,163.0,12,72,0.0139,0,0,0,0,0,0.0,0.3774,0.5094,0.8005,Clear,False
CTX193001369,4,5,"je - 125mm, pr.dna - 53mm.. - ■ .",,,ces,0.75,127.0,9,33,0.0303,1,0,0,0,1,0.0,0.1818,0.7273,0.5864,Noisy,False
CTX193001369,4,6,"Tb.III.,1.; V,3. . :_neg.425,426. . ■' /",,,ces,0.75,168.0,7,40,0.125,1,1,0,0,0,0.0143,0.4444,0.4444,0.5185,Noisy,False
CTX193001369,4,7,"Nádoba 2. Menší zvoncový pohár se zakulaceným, uprostřed promáčknutým .",,,ces,0.9967,60.0,10,71,0.0,0,0,0,0,0,0.0,0.3966,0.5862,0.8605,Clear,False
CTX193001369,4,8,"dnem, zdobený pěti pruhy jednoduchévtlačované výzdoby. Barva' šedožlutá, mj",,,ces,0.9132,203.0,9,75,0.0133,0,0,0,0,0,0.0,0.3968,0.5873,0.8904,Clear,False
CTX193001369,4,9,"místy načervonalá, povrch lesklý,avšak z,větší části odřený. Rozměry;",,,ces,1.0,119.5,8,69,0.0145,0,0,0,0,0,0.0,0.386,0.4386,0.6999,Noisy,False
CTX193001369,4,10,"v - 95mm, pr.okraje - 111mm, . *. - 5 . ■",,,ces,0.75,209.0,12,41,0.0488,2,0,1,0,1,0.05,0.2308,0.6154,0.5605,Noisy,False
CTX193001369,4,11,"Tb. 1II.;2./ v.,4. ' ..425,126, 1.. •",,,ces,0.75,174.0,7,37,0.0811,1,0,0,0,0,0.0,0.4,0.4,0.5157,Noisy,False
CTX193001369,4,12,"Nádoba 4.ovitá mísa š vyznačeným dnem a značně rozšířeným, se-",,,ces,0.9999,74.5,10,62,0.0,0,0,0,0,0,0.085,0.4286,0.5918,0.6999,Noisy,False
CTX193001369,4,13,"šikmeným okrajem, při němž sedí tunelovité ucho.-Rozměry : pr.okraje - 33",,,ces,1.0,105.0,11,73,0.0137,0,1,0,0,0,0.0091,0.4182,0.4909,0.6999,Noisy,False
CTX193001369,4,14,"337mm, pr. dna - 105mm,y -167mm: ■ Mísa jest na vnitřní ""straně červená,",,,ces,0.9999,127.0,13,72,0.0417,1,0,0,0,1,0.0,0.3095,0.5714,0.6999,Noisy,False
CTX193001369,4,15,na vnější straně .oranžová se šedožlutými skvrnami. ‘,,,ces,1.0,158.0,8,53,0.0189,1,0,0,0,0,0.0,0.3953,0.4651,0.6999,Noisy,False
CTX193001369,4,16,"Tb.III.,4. č. neg, 427. . . "" /",,,ces,0.75,334.0,8,31,0.0323,0,1,0,0,0,0.0125,0.4444,0.3333,0.5282,Noisy,False
CTX193001369,4,17,"Pazourkový úlomek ""se stopami sekundární .retuše při zakulaceném konci.",,,ces,1.0,472.0,9,71,0.0141,0,0,0,0,0,0.0,0.45,0.5333,0.6999,Noisy,False
CTX193001369,4,18,"D - 40mm; Tb . IV.,5. 3. neg. 423.",,,ces,0.75,197.0,9,34,0.0294,0,0,0,0,1,0.0,0.2,0.7,0.575,Noisy,False
CTX193001369,4,19,"Pazourkový úlomek plochý,",,,ces,0.9124,197.0,3,25,0.0,0,0,0,0,0,0.0,0.4545,0.5,0.8776,Clear,False
CTX193001369,4,20,dl.,,,,0.0,0.0,0,3,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,4,21,"34mm.. Tb.III.,6; Č. neg.423.",,,ces,0.75,588.0,4,29,0.0345,0,1,0,0,2,0.025,0.3636,0.4545,0.4443,Noisy,False
CTX193001369,4,22,Vykopal p. Ševčík.- viz č,,,ces,0.9805,346.0,5,25,0.0,0,0,0,0,0,0.17,0.3333,0.5,0.6778,Noisy,False
CTX193001369,4,23,j •,,,,0.0,0.0,0,3,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,4,24,""" < •""",,,,0.0,0.0,0,6,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,4,25,"Hrob 5. Hrob nalezen ve spadlé hlíně, takže poloha kostry a milodaru",milo,,ces,0.9995,392.0,12,68,0.0,0,0,0,0,0,0.0,0.4074,0.4815,0.8087,Clear,False
CTX193001369,4,26,jest neznáma. Zachována byla paze třetina,,daru,ces,1.0,230.0,6,41,0.0,0,0,0,0,0,0.0,0.4286,0.5143,0.8901,Clear,False
CTX193001369,4,27,"zvoncového poháru s trojúhelníčkovou vtlacovanou výzdobou, uspořádanou",,,ces,0.9818,46.0,7,70,0.0,0,0,0,0,0,0.0,0.4603,0.619,0.9151,Clear,False
CTX193001369,4,28,"ve vodorovných pruzích. Povrch jest šedočerný, mírně lesklý. Rozměry;",,,ces,1.0,84.5,9,69,0.0145,0,0,0,0,0,0.0,0.3509,0.5263,0.9072,Clear,False
CTX193001369,4,29,"v- 115mm,pr. ' okraje - ?4 pr. dna - ?",,,ces,0.75,346.0,10,38,0.0263,0,0,0,0,1,0.025,0.25,0.5625,0.5764,Noisy,False
CTX193001369,4,30,"Tb. V ; VI.,5. .neg,428. •",,,ces,0.75,568.0,6,26,0.0769,1,0,0,0,1,0.0,0.25,0.625,0.4432,Noisy,False
CTX193001369,4,31,"Získal p. Ševčík, viz 3,3, 560/ 29. OAlda w.Juout 27- 7*",,,ces,0.9681,179.0,11,56,0.0179,1,1,0,0,0,0.0455,0.4074,0.4815,0.6999,Noisy,False
CTX193001369,4,32,": . 1 ©,2.437/30",,,ces,0.75,127.0,4,16,0.125,1,0,0,0,0,0.1625,0.0,0.0,0.3999,Trash,False
CTX193001369,4,33,J . lAct as PzoleXle) -,,,ces,0.75,5216.0,6,23,0.0,0,2,0,0,0,0.0333,0.3333,0.4667,0.4902,Noisy,False
CTX193001369,4,34,"H r o b TI. Kostra spočívala vo skrčené ploze na levém bozu, hlavou k",,,ces,0.7525,163.0,15,69,0.0,0,0,0,0,0,0.0567,0.3962,0.5283,0.6999,Noisy,False
CTX193001369,4,35,"východu, nohami k západu. U nohou kostry ležel hrnek se- čtyřmi- oušky a",,,ces,0.9969,203.0,13,72,0.0,0,0,0,0,0,0.0,0.4464,0.5357,0.828,Clear,False
CTX193001369,4,36,tři pazourkové šipky. Hrob byl i s milodary v původní poloze vyzvednut a,,,ces,1.0,112.0,13,72,0.0,0,0,0,0,0,0.0,0.4237,0.6102,0.8545,Clear,False
CTX193001369,4,37,odvezen do Národního musea. 3.neg. 457-460. Tb.XVI .,,,ces,0.9906,197.0,8,52,0.0,0,1,0,0,0,0.0125,0.4194,0.7419,0.6999,Noisy,False
CTX193001369,5,1,"/Nádobka se čtyřmi uchy,z nichž dvě jsou umístěna na nejužším místě",,,ces,1.0,87.0,11,67,0.0,0,0,0,0,0,0.0,0.4,0.5091,0.6999,Noisy,False
CTX193001369,5,2,"nezřetelně vyznačeného hrdla,",,,ces,1.0,27.0,3,29,0.0,0,0,0,0,0,0.0,0.3846,0.5385,0.9167,Clear,False
CTX193001369,5,3,"Srubá 2 ouška,položená na",,,ces,0.9181,278.0,4,25,0.0,0,0,0,0,0,0.0625,0.5,0.55,0.6989,Noisy,False
CTX193001369,5,4,ose kolmé,,,ces,0.9213,38656.0,2,9,0.0,0,0,0,0,0,0.0,0.5,0.625,0.6999,Noisy,False
CTX193001369,5,5,w) ■,,,,0.0,0.0,0,4,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,5,6,"k ose, procházej ící předešlými",,,ces,1.0,223.0,5,31,0.0,0,0,0,0,0,0.0,0.4231,0.4615,0.8199,Clear,False
CTX193001369,5,7,jsou na největším objemu,,,ces,1.0,93.0,4,24,0.0,0,0,0,0,0,0.0,0.4286,0.619,0.8304,Clear,False
CTX193001369,5,8,hrubo dvoj-,,,ces,0.9616,804.0,2,11,0.0,0,0,0,0,0,0.0,0.3333,0.6667,0.6999,Noisy,False
CTX193001369,5,9,"konického spodku nádoby. Povrch drsný, šedavé žlutý. Rozměry: v -",,,ces,0.8986,84.5,10,65,0.0154,0,0,0,0,0,0.0,0.3725,0.549,0.8727,Clear,False
CTX193001369,5,10,pr.brala - mmä pr.dna - mm.,,,ces,0.75,2256.0,6,27,0.0,0,0,0,0,0,0.0,0.2353,0.5294,0.54,Noisy,False
CTX193001369,5,11,"Tb.V1.,1. č.neg.57. ‘ '",,,ces,0.75,1064.0,4,23,0.087,1,1,0,0,1,0.025,0.1429,0.5714,0.3397,Trash,False
CTX193001369,5,12,A,,,,0.0,0.0,0,1,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Non-text,False
CTX193001369,5,13,"2,4 Pazourková šipka, jemně vyretušovama y , . % .",,,ces,0.9938,536.0,10,50,0.02,0,0,0,0,0,0.085,0.4848,0.5455,0.6218,Noisy,False
CTX193001369,5,14,"— = "" , s bočními stranami kogexně",,,ces,1.0,568.0,8,34,0.0882,1,0,0,0,0,0.0,0.3913,0.5217,0.6094,Noisy,False
CTX193001369,5,15,prohnutými a s výrazně naznačenými křidálky. D. - mm.,,,ces,1.0,93.0,9,53,0.0,0,0,0,0,0,0.0,0.3902,0.4878,0.7526,Clear,False
CTX193001369,5,16,"Tb.VI.,2. č.neg.580.",,,ces,0.75,486.0,2,20,0.0,0,1,0,0,2,0.05,0.25,0.5,0.4428,Noisy,False
CTX193001369,5,17,3/ Pazourkovášipka s jemně vypracovaným hrotem a rovně se sbíhají-,,,ces,1.0,158.0,10,66,0.0,0,0,0,0,0,0.025,0.4259,0.5185,0.8033,Clear,False
CTX193001369,5,18,"čími bočními stranami. D. - mm, š.- mm.",,,ces,0.8923,96.0,8,39,0.0,0,0,0,0,0,0.0,0.32,0.52,0.6964,Noisy,False
CTX193001369,5,19,"Tb.Vl. ,3. č.neg.586.",,,ces,0.75,416.0,3,21,0.0,0,1,0,0,2,0.0333,0.125,0.5,0.5645,Noisy,False
CTX193001369,5,20,"4/ Pazourková široká šipka. D- mm,š.- mm. ' -",,,ces,0.75,404.0,9,45,0.0222,0,0,0,0,1,0.0278,0.3704,0.4815,0.6186,Noisy,False
CTX193001369,5,21,"Tb .VI. ,4. č.neg.480.",,,ces,0.75,664.0,4,22,0.0,0,0,0,0,1,0.0,0.25,0.5,0.4256,Noisy,False
CTX193001369,5,22,Zprávu o výkopu viz v č.j . 560/39. .,,,ces,0.9971,153.0,9,37,0.0,0,0,0,0,0,0.0,0.3684,0.6316,0.6794,Noisy,False
CTX193001369,5,23,,,,,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,Empty,False
CTX193001369,5,24,"Hrob VII./ 15.10.1928./ Tento hrob obsahoval žárový pohřeb,vlo-",,,ces,0.9937,119.5,8,63,0.0,0,0,0,0,0,0.0,0.4,0.525,0.6999,Noisy,False
CTX193001369,5,25,• ženy volně vGemi . K pohřbu - podle -velikosti a -množství kostiček -,,,ces,1.0,139.0,14,71,0.0141,1,1,0,0,0,0.0071,0.3846,0.5577,0.6999,Noisy,False
CTX193001369,5,26,"patrně'dětskému, byly přiloženy 3 nádoby a 6 pazourkových' úlomků.",,,ces,1.0,77.0,9,66,0.0303,0,0,0,0,0,0.0556,0.4423,0.5192,0.6999,Noisy,False
